Från Datum Tid (UTC),Till Datum Tid (UTC),Representativt dygn,Nederbördsmängd,Kvalitet
1963-09-14 06:00:01,1963-09-15 06:00:00,1963-09-14,0.1,Y
1963-09-15 06:00:01,1963-09-16 06:00:00,1963-09-15,0.0,Y
1963-09-16 06:00:01,1963-09-17 06:00:00,1963-09-16,0.0,Y
1963-09-17 06:00:01,1963-09-18 06:00:00,1963-09-17,0.0,Y
1963-09-18 06:00:01,1963-09-19 06:00:00,1963-09-18,0.0,Y
1963-09-19 06:00:01,1963-09-20 06:00:00,1963-09-19,0.0,Y
1963-09-20 06:00:01,1963-09-21 06:00:00,1963-09-20,0.0,Y
1963-09-21 06:00:01,1963-09-22 06:00:00,1963-09-21,0.5,Y
1963-09-22 06:00:01,1963-09-23 06:00:00,1963-09-22,1.2,Y
1963-09-23 06:00:01,1963-09-24 06:00:00,1963-09-23,0.0,Y
1963-09-24 06:00:01,1963-09-25 06:00:00,1963-09-24,8.2,Y
1963-09-25 06:00:01,1963-09-26 06:00:00,1963-09-25,2.6,Y
1963-09-26 06:00:01,1963-09-27 06:00:00,1963-09-26,6.3,Y
1963-09-27 06:00:01,1963-09-28 06:00:00,1963-09-27,0.0,Y
1963-09-28 06:00:01,1963-09-29 06:00:00,1963-09-28,0.0,Y
1963-09-29 06:00:01,1963-09-30 06:00:00,1963-09-29,4.0,Y
1963-09-30 06:00:01,1963-10-01 06:00:00,1963-09-30,0.0,Y
1963-10-01 06:00:01,1963-10-02 06:00:00,1963-10-01,0.5,Y
1963-10-02 06:00:01,1963-10-03 06:00:00,1963-10-02,26.5,Y
1963-10-03 06:00:01,1963-10-04 06:00:00,1963-10-03,3.6,Y
1963-10-04 06:00:01,1963-10-05 06:00:00,1963-10-04,15.2,Y
1963-10-05 06:00:01,1963-10-06 06:00:00,1963-10-05,12.8,Y
1963-10-06 06:00:01,1963-10-07 06:00:00,1963-10-06,3.4,Y
1963-10-07 06:00:01,1963-10-08 06:00:00,1963-10-07,0.0,Y
1963-10-08 06:00:01,1963-10-09 06:00:00,1963-10-08,12.8,Y
1963-10-09 06:00:01,1963-10-10 06:00:00,1963-10-09,1.0,Y
1963-10-10 06:00:01,1963-10-11 06:00:00,1963-10-10,1.6,Y
1963-10-11 06:00:01,1963-10-12 06:00:00,1963-10-11,13.7,Y
1963-10-12 06:00:01,1963-10-13 06:00:00,1963-10-12,1.0,Y
1963-10-13 06:00:01,1963-10-14 06:00:00,1963-10-13,7.5,Y
1963-10-14 06:00:01,1963-10-15 06:00:00,1963-10-14,0.0,Y
1963-10-15 06:00:01,1963-10-16 06:00:00,1963-10-15,0.0,Y
1963-10-16 06:00:01,1963-10-17 06:00:00,1963-10-16,14.0,Y
1963-10-17 06:00:01,1963-10-18 06:00:00,1963-10-17,0.2,Y
1963-10-18 06:00:01,1963-10-19 06:00:00,1963-10-18,0.0,Y
1963-10-19 06:00:01,1963-10-20 06:00:00,1963-10-19,0.0,Y
1963-10-20 06:00:01,1963-10-21 06:00:00,1963-10-20,3.0,Y
1963-10-21 06:00:01,1963-10-22 06:00:00,1963-10-21,1.9,Y
1963-10-22 06:00:01,1963-10-23 06:00:00,1963-10-22,22.4,Y
1963-10-23 06:00:01,1963-10-24 06:00:00,1963-10-23,0.0,Y
1963-10-24 06:00:01,1963-10-25 06:00:00,1963-10-24,0.0,Y
1963-10-25 06:00:01,1963-10-26 06:00:00,1963-10-25,0.0,Y
1963-10-26 06:00:01,1963-10-27 06:00:00,1963-10-26,0.0,Y
1963-10-27 06:00:01,1963-10-28 06:00:00,1963-10-27,0.0,Y
1963-10-28 06:00:01,1963-10-29 06:00:00,1963-10-28,0.0,Y
1963-10-29 06:00:01,1963-10-30 06:00:00,1963-10-29,0.0,Y
1963-10-30 06:00:01,1963-10-31 06:00:00,1963-10-30,0.0,Y
1963-10-31 06:00:01,1963-11-01 06:00:00,1963-10-31,0.0,Y
1963-11-01 06:00:01,1963-11-02 06:00:00,1963-11-01,0.0,Y
1963-11-02 06:00:01,1963-11-03 06:00:00,1963-11-02,6.1,Y
1963-11-03 06:00:01,1963-11-04 06:00:00,1963-11-03,0.0,Y
1963-11-04 06:00:01,1963-11-05 06:00:00,1963-11-04,0.0,Y
1963-11-05 06:00:01,1963-11-06 06:00:00,1963-11-05,0.0,Y
1963-11-06 06:00:01,1963-11-07 06:00:00,1963-11-06,0.0,Y
1963-11-07 06:00:01,1963-11-08 06:00:00,1963-11-07,1.6,Y
1963-11-08 06:00:01,1963-11-09 06:00:00,1963-11-08,17.1,Y
1963-11-09 06:00:01,1963-11-10 06:00:00,1963-11-09,0.0,Y
1963-11-10 06:00:01,1963-11-11 06:00:00,1963-11-10,0.0,Y
1963-11-11 06:00:01,1963-11-12 06:00:00,1963-11-11,7.5,Y
1963-11-12 06:00:01,1963-11-13 06:00:00,1963-11-12,3.7,Y
1963-11-13 06:00:01,1963-11-14 06:00:00,1963-11-13,11.1,Y
1963-11-14 06:00:01,1963-11-15 06:00:00,1963-11-14,9.0,Y
1963-11-15 06:00:01,1963-11-16 06:00:00,1963-11-15,7.6,Y
1963-11-16 06:00:01,1963-11-17 06:00:00,1963-11-16,7.4,Y
1963-11-17 06:00:01,1963-11-18 06:00:00,1963-11-17,7.4,Y
1963-11-18 06:00:01,1963-11-19 06:00:00,1963-11-18,9.7,Y
1963-11-19 06:00:01,1963-11-20 06:00:00,1963-11-19,2.8,Y
1963-11-20 06:00:01,1963-11-21 06:00:00,1963-11-20,0.2,Y
1963-11-21 06:00:01,1963-11-22 06:00:00,1963-11-21,21.0,Y
1963-11-22 06:00:01,1963-11-23 06:00:00,1963-11-22,11.3,Y
1963-11-23 06:00:01,1963-11-24 06:00:00,1963-11-23,0.7,Y
1963-11-24 06:00:01,1963-11-25 06:00:00,1963-11-24,8.3,Y
1963-11-25 06:00:01,1963-11-26 06:00:00,1963-11-25,9.2,Y
1963-11-26 06:00:01,1963-11-27 06:00:00,1963-11-26,0.3,Y
1963-11-27 06:00:01,1963-11-28 06:00:00,1963-11-27,0.1,Y
1963-11-28 06:00:01,1963-11-29 06:00:00,1963-11-28,0.6,Y
1963-11-29 06:00:01,1963-11-30 06:00:00,1963-11-29,0.0,Y
1963-11-30 06:00:01,1963-12-01 06:00:00,1963-11-30,0.0,Y
1963-12-01 06:00:01,1963-12-02 06:00:00,1963-12-01,0.0,Y
1963-12-02 06:00:01,1963-12-03 06:00:00,1963-12-02,0.0,Y
1963-12-03 06:00:01,1963-12-04 06:00:00,1963-12-03,0.0,Y
1963-12-04 06:00:01,1963-12-05 06:00:00,1963-12-04,0.0,Y
1963-12-05 06:00:01,1963-12-06 06:00:00,1963-12-05,0.0,Y
1963-12-06 06:00:01,1963-12-07 06:00:00,1963-12-06,0.0,Y
1963-12-07 06:00:01,1963-12-08 06:00:00,1963-12-07,0.0,Y
1963-12-08 06:00:01,1963-12-09 06:00:00,1963-12-08,0.0,Y
1963-12-09 06:00:01,1963-12-10 06:00:00,1963-12-09,1.8,Y
1963-12-10 06:00:01,1963-12-11 06:00:00,1963-12-10,0.0,Y
1963-12-11 06:00:01,1963-12-12 06:00:00,1963-12-11,0.0,Y
1963-12-12 06:00:01,1963-12-13 06:00:00,1963-12-12,0.0,Y
1963-12-13 06:00:01,1963-12-14 06:00:00,1963-12-13,0.0,Y
1963-12-14 06:00:01,1963-12-15 06:00:00,1963-12-14,0.0,Y
1963-12-15 06:00:01,1963-12-16 06:00:00,1963-12-15,0.0,Y
1963-12-16 06:00:01,1963-12-17 06:00:00,1963-12-16,0.0,Y
1963-12-17 06:00:01,1963-12-18 06:00:00,1963-12-17,0.1,Y
1963-12-18 06:00:01,1963-12-19 06:00:00,1963-12-18,9.6,Y
1963-12-19 06:00:01,1963-12-20 06:00:00,1963-12-19,0.2,Y
1963-12-20 06:00:01,1963-12-21 06:00:00,1963-12-20,0.0,Y
1963-12-21 06:00:01,1963-12-22 06:00:00,1963-12-21,0.0,Y
1963-12-22 06:00:01,1963-12-23 06:00:00,1963-12-22,0.0,Y
1963-12-23 06:00:01,1963-12-24 06:00:00,1963-12-23,0.4,Y
1963-12-24 06:00:01,1963-12-25 06:00:00,1963-12-24,0.0,Y
1963-12-25 06:00:01,1963-12-26 06:00:00,1963-12-25,2.6,Y
1963-12-26 06:00:01,1963-12-27 06:00:00,1963-12-26,0.6,Y
1963-12-27 06:00:01,1963-12-28 06:00:00,1963-12-27,5.6,Y
1963-12-28 06:00:01,1963-12-29 06:00:00,1963-12-28,1.2,Y
1963-12-29 06:00:01,1963-12-30 06:00:00,1963-12-29,0.9,Y
1963-12-30 06:00:01,1963-12-31 06:00:00,1963-12-30,6.0,Y
1963-12-31 06:00:01,1964-01-01 06:00:00,1963-12-31,12.4,Y
1964-01-01 06:00:01,1964-01-02 06:00:00,1964-01-01,1.4,Y
1964-01-02 06:00:01,1964-01-03 06:00:00,1964-01-02,0.5,Y
1964-01-03 06:00:01,1964-01-04 06:00:00,1964-01-03,0.0,Y
1964-01-04 06:00:01,1964-01-05 06:00:00,1964-01-04,3.0,Y
1964-01-05 06:00:01,1964-01-06 06:00:00,1964-01-05,4.2,Y
1964-01-06 06:00:01,1964-01-07 06:00:00,1964-01-06,0.0,Y
1964-01-07 06:00:01,1964-01-08 06:00:00,1964-01-07,0.0,Y
1964-01-08 06:00:01,1964-01-09 06:00:00,1964-01-08,0.0,Y
1964-01-09 06:00:01,1964-01-10 06:00:00,1964-01-09,0.0,Y
1964-01-10 06:00:01,1964-01-11 06:00:00,1964-01-10,0.0,Y
1964-01-11 06:00:01,1964-01-12 06:00:00,1964-01-11,0.0,Y
1964-01-12 06:00:01,1964-01-13 06:00:00,1964-01-12,0.0,Y
1964-01-13 06:00:01,1964-01-14 06:00:00,1964-01-13,0.0,Y
1964-01-14 06:00:01,1964-01-15 06:00:00,1964-01-14,0.0,Y
1964-01-15 06:00:01,1964-01-16 06:00:00,1964-01-15,0.0,Y
1964-01-16 06:00:01,1964-01-17 06:00:00,1964-01-16,0.0,Y
1964-01-17 06:00:01,1964-01-18 06:00:00,1964-01-17,0.0,Y
1964-01-18 06:00:01,1964-01-19 06:00:00,1964-01-18,0.0,Y
1964-01-19 06:00:01,1964-01-20 06:00:00,1964-01-19,0.0,Y
1964-01-20 06:00:01,1964-01-21 06:00:00,1964-01-20,0.5,Y
1964-01-21 06:00:01,1964-01-22 06:00:00,1964-01-21,0.0,Y
1964-01-22 06:00:01,1964-01-23 06:00:00,1964-01-22,0.0,Y
1964-01-23 06:00:01,1964-01-24 06:00:00,1964-01-23,0.0,Y
1964-01-24 06:00:01,1964-01-25 06:00:00,1964-01-24,0.0,Y
1964-01-25 06:00:01,1964-01-26 06:00:00,1964-01-25,0.0,Y
1964-01-26 06:00:01,1964-01-27 06:00:00,1964-01-26,6.0,Y
1964-01-27 06:00:01,1964-01-28 06:00:00,1964-01-27,0.0,Y
1964-01-28 06:00:01,1964-01-29 06:00:00,1964-01-28,2.4,Y
1964-01-29 06:00:01,1964-01-30 06:00:00,1964-01-29,2.4,Y
1964-01-30 06:00:01,1964-01-31 06:00:00,1964-01-30,12.9,Y
1964-01-31 06:00:01,1964-02-01 06:00:00,1964-01-31,6.4,Y
1964-02-01 06:00:01,1964-02-02 06:00:00,1964-02-01,6.0,Y
1964-02-02 06:00:01,1964-02-03 06:00:00,1964-02-02,0.2,Y
1964-02-03 06:00:01,1964-02-04 06:00:00,1964-02-03,2.0,Y
1964-02-04 06:00:01,1964-02-05 06:00:00,1964-02-04,0.0,Y
1964-02-05 06:00:01,1964-02-06 06:00:00,1964-02-05,0.0,Y
1964-02-06 06:00:01,1964-02-07 06:00:00,1964-02-06,0.0,Y
1964-02-07 06:00:01,1964-02-08 06:00:00,1964-02-07,0.0,Y
1964-02-08 06:00:01,1964-02-09 06:00:00,1964-02-08,0.0,Y
1964-02-09 06:00:01,1964-02-10 06:00:00,1964-02-09,0.0,Y
1964-02-10 06:00:01,1964-02-11 06:00:00,1964-02-10,0.0,Y
1964-02-11 06:00:01,1964-02-12 06:00:00,1964-02-11,0.0,Y
1964-02-12 06:00:01,1964-02-13 06:00:00,1964-02-12,0.0,Y
1964-02-13 06:00:01,1964-02-14 06:00:00,1964-02-13,0.2,Y
1964-02-14 06:00:01,1964-02-15 06:00:00,1964-02-14,0.0,Y
1964-02-15 06:00:01,1964-02-16 06:00:00,1964-02-15,4.0,Y
1964-02-16 06:00:01,1964-02-17 06:00:00,1964-02-16,2.0,Y
1964-02-17 06:00:01,1964-02-18 06:00:00,1964-02-17,0.0,Y
1964-02-18 06:00:01,1964-02-19 06:00:00,1964-02-18,0.0,Y
1964-02-19 06:00:01,1964-02-20 06:00:00,1964-02-19,0.0,Y
1964-02-20 06:00:01,1964-02-21 06:00:00,1964-02-20,0.0,Y
1964-02-21 06:00:01,1964-02-22 06:00:00,1964-02-21,0.0,Y
1964-02-22 06:00:01,1964-02-23 06:00:00,1964-02-22,0.0,Y
1964-02-23 06:00:01,1964-02-24 06:00:00,1964-02-23,0.0,Y
1964-02-24 06:00:01,1964-02-25 06:00:00,1964-02-24,1.7,Y
1964-02-25 06:00:01,1964-02-26 06:00:00,1964-02-25,0.0,Y
1964-02-26 06:00:01,1964-02-27 06:00:00,1964-02-26,0.0,Y
1964-02-27 06:00:01,1964-02-28 06:00:00,1964-02-27,0.0,Y
1964-02-28 06:00:01,1964-02-29 06:00:00,1964-02-28,7.5,Y
1964-02-29 06:00:01,1964-03-01 06:00:00,1964-02-29,0.0,Y
1964-03-01 06:00:01,1964-03-02 06:00:00,1964-03-01,0.0,Y
1964-03-02 06:00:01,1964-03-03 06:00:00,1964-03-02,0.0,Y
1964-03-03 06:00:01,1964-03-04 06:00:00,1964-03-03,0.5,Y
1964-03-04 06:00:01,1964-03-05 06:00:00,1964-03-04,0.0,Y
1964-03-05 06:00:01,1964-03-06 06:00:00,1964-03-05,0.0,Y
1964-03-06 06:00:01,1964-03-07 06:00:00,1964-03-06,0.0,Y
1964-03-07 06:00:01,1964-03-08 06:00:00,1964-03-07,0.0,Y
1964-03-08 06:00:01,1964-03-09 06:00:00,1964-03-08,0.2,Y
1964-03-09 06:00:01,1964-03-10 06:00:00,1964-03-09,0.0,Y
1964-03-10 06:00:01,1964-03-11 06:00:00,1964-03-10,0.0,Y
1964-03-11 06:00:01,1964-03-12 06:00:00,1964-03-11,0.0,Y
1964-03-12 06:00:01,1964-03-13 06:00:00,1964-03-12,0.0,Y
1964-03-13 06:00:01,1964-03-14 06:00:00,1964-03-13,0.0,Y
1964-03-14 06:00:01,1964-03-15 06:00:00,1964-03-14,0.0,Y
1964-03-15 06:00:01,1964-03-16 06:00:00,1964-03-15,0.0,Y
1964-03-16 06:00:01,1964-03-17 06:00:00,1964-03-16,0.0,Y
1964-03-17 06:00:01,1964-03-18 06:00:00,1964-03-17,0.0,Y
1964-03-18 06:00:01,1964-03-19 06:00:00,1964-03-18,0.0,Y
1964-03-19 06:00:01,1964-03-20 06:00:00,1964-03-19,0.0,Y
1964-03-20 06:00:01,1964-03-21 06:00:00,1964-03-20,0.0,Y
1964-03-21 06:00:01,1964-03-22 06:00:00,1964-03-21,0.0,Y
1964-03-22 06:00:01,1964-03-23 06:00:00,1964-03-22,0.0,Y
1964-03-23 06:00:01,1964-03-24 06:00:00,1964-03-23,0.0,Y
1964-03-24 06:00:01,1964-03-25 06:00:00,1964-03-24,0.0,Y
1964-03-25 06:00:01,1964-03-26 06:00:00,1964-03-25,0.0,Y
1964-03-26 06:00:01,1964-03-27 06:00:00,1964-03-26,0.0,Y
1964-03-27 06:00:01,1964-03-28 06:00:00,1964-03-27,0.0,Y
1964-03-28 06:00:01,1964-03-29 06:00:00,1964-03-28,0.0,Y
1964-03-29 06:00:01,1964-03-30 06:00:00,1964-03-29,0.0,Y
1964-03-30 06:00:01,1964-03-31 06:00:00,1964-03-30,0.0,Y
1964-03-31 06:00:01,1964-04-01 06:00:00,1964-03-31,0.0,Y
1964-04-01 06:00:01,1964-04-02 06:00:00,1964-04-01,0.0,Y
1964-04-02 06:00:01,1964-04-03 06:00:00,1964-04-02,0.0,Y
1964-04-03 06:00:01,1964-04-04 06:00:00,1964-04-03,0.0,Y
1964-04-04 06:00:01,1964-04-05 06:00:00,1964-04-04,0.0,Y
1964-04-05 06:00:01,1964-04-06 06:00:00,1964-04-05,0.0,Y
1964-04-06 06:00:01,1964-04-07 06:00:00,1964-04-06,0.0,Y
1964-04-07 06:00:01,1964-04-08 06:00:00,1964-04-07,0.0,Y
1964-04-08 06:00:01,1964-04-09 06:00:00,1964-04-08,2.0,Y
1964-04-09 06:00:01,1964-04-10 06:00:00,1964-04-09,0.1,Y
1964-04-10 06:00:01,1964-04-11 06:00:00,1964-04-10,1.1,Y
1964-04-11 06:00:01,1964-04-12 06:00:00,1964-04-11,0.1,Y
1964-04-12 06:00:01,1964-04-13 06:00:00,1964-04-12,14.4,Y
1964-04-13 06:00:01,1964-04-14 06:00:00,1964-04-13,0.0,Y
1964-04-14 06:00:01,1964-04-15 06:00:00,1964-04-14,2.7,Y
1964-04-15 06:00:01,1964-04-16 06:00:00,1964-04-15,0.0,Y
1964-04-16 06:00:01,1964-04-17 06:00:00,1964-04-16,0.9,Y
1964-04-17 06:00:01,1964-04-18 06:00:00,1964-04-17,0.0,Y
1964-04-18 06:00:01,1964-04-19 06:00:00,1964-04-18,0.0,Y
1964-04-19 06:00:01,1964-04-20 06:00:00,1964-04-19,0.0,Y
1964-04-20 06:00:01,1964-04-21 06:00:00,1964-04-20,0.0,Y
1964-04-21 06:00:01,1964-04-22 06:00:00,1964-04-21,0.0,Y
1964-04-22 06:00:01,1964-04-23 06:00:00,1964-04-22,19.2,Y
1964-04-23 06:00:01,1964-04-24 06:00:00,1964-04-23,0.0,Y
1964-04-24 06:00:01,1964-04-25 06:00:00,1964-04-24,0.0,Y
1964-04-25 06:00:01,1964-04-26 06:00:00,1964-04-25,0.0,Y
1964-04-26 06:00:01,1964-04-27 06:00:00,1964-04-26,1.3,Y
1964-04-27 06:00:01,1964-04-28 06:00:00,1964-04-27,1.3,Y
1964-04-28 06:00:01,1964-04-29 06:00:00,1964-04-28,5.0,Y
1964-04-29 06:00:01,1964-04-30 06:00:00,1964-04-29,3.0,Y
1964-04-30 06:00:01,1964-05-01 06:00:00,1964-04-30,0.0,Y
1964-05-01 06:00:01,1964-05-02 06:00:00,1964-05-01,0.0,Y
1964-05-02 06:00:01,1964-05-03 06:00:00,1964-05-02,0.0,Y
1964-05-03 06:00:01,1964-05-04 06:00:00,1964-05-03,7.0,Y
1964-05-04 06:00:01,1964-05-05 06:00:00,1964-05-04,2.3,Y
1964-05-05 06:00:01,1964-05-06 06:00:00,1964-05-05,0.0,Y
1964-05-06 06:00:01,1964-05-07 06:00:00,1964-05-06,0.0,Y
1964-05-07 06:00:01,1964-05-08 06:00:00,1964-05-07,0.0,Y
1964-05-08 06:00:01,1964-05-09 06:00:00,1964-05-08,9.4,Y
1964-05-09 06:00:01,1964-05-10 06:00:00,1964-05-09,0.5,Y
1964-05-10 06:00:01,1964-05-11 06:00:00,1964-05-10,4.0,Y
1964-05-11 06:00:01,1964-05-12 06:00:00,1964-05-11,0.0,Y
1964-05-12 06:00:01,1964-05-13 06:00:00,1964-05-12,0.0,Y
1964-05-13 06:00:01,1964-05-14 06:00:00,1964-05-13,2.0,Y
1964-05-14 06:00:01,1964-05-15 06:00:00,1964-05-14,0.0,Y
1964-05-15 06:00:01,1964-05-16 06:00:00,1964-05-15,0.0,Y
1964-05-16 06:00:01,1964-05-17 06:00:00,1964-05-16,0.0,Y
1964-05-17 06:00:01,1964-05-18 06:00:00,1964-05-17,1.8,Y
1964-05-18 06:00:01,1964-05-19 06:00:00,1964-05-18,0.0,Y
1964-05-19 06:00:01,1964-05-20 06:00:00,1964-05-19,1.0,Y
1964-05-20 06:00:01,1964-05-21 06:00:00,1964-05-20,0.0,Y
1964-05-21 06:00:01,1964-05-22 06:00:00,1964-05-21,0.0,Y
1964-05-22 06:00:01,1964-05-23 06:00:00,1964-05-22,0.0,Y
1964-05-23 06:00:01,1964-05-24 06:00:00,1964-05-23,0.0,Y
1964-05-24 06:00:01,1964-05-25 06:00:00,1964-05-24,0.0,Y
1964-05-25 06:00:01,1964-05-26 06:00:00,1964-05-25,5.1,Y
1964-05-26 06:00:01,1964-05-27 06:00:00,1964-05-26,0.0,Y
1964-05-27 06:00:01,1964-05-28 06:00:00,1964-05-27,0.0,Y
1964-05-28 06:00:01,1964-05-29 06:00:00,1964-05-28,0.0,Y
1964-05-29 06:00:01,1964-05-30 06:00:00,1964-05-29,0.0,Y
1964-05-30 06:00:01,1964-05-31 06:00:00,1964-05-30,0.0,Y
1964-05-31 06:00:01,1964-06-01 06:00:00,1964-05-31,0.0,Y
1964-06-01 06:00:01,1964-06-02 06:00:00,1964-06-01,0.0,Y
1964-06-02 06:00:01,1964-06-03 06:00:00,1964-06-02,30.8,Y
1964-06-03 06:00:01,1964-06-04 06:00:00,1964-06-03,1.0,Y
1964-06-04 06:00:01,1964-06-05 06:00:00,1964-06-04,0.0,Y
1964-06-05 06:00:01,1964-06-06 06:00:00,1964-06-05,1.2,Y
1964-06-06 06:00:01,1964-06-07 06:00:00,1964-06-06,0.0,Y
1964-06-07 06:00:01,1964-06-08 06:00:00,1964-06-07,9.8,Y
1964-06-08 06:00:01,1964-06-09 06:00:00,1964-06-08,5.5,Y
1964-06-09 06:00:01,1964-06-10 06:00:00,1964-06-09,0.0,Y
1964-06-10 06:00:01,1964-06-11 06:00:00,1964-06-10,6.8,Y
1964-06-11 06:00:01,1964-06-12 06:00:00,1964-06-11,7.0,Y
1964-06-12 06:00:01,1964-06-13 06:00:00,1964-06-12,0.0,Y
1964-06-13 06:00:01,1964-06-14 06:00:00,1964-06-13,0.0,Y
1964-06-14 06:00:01,1964-06-15 06:00:00,1964-06-14,0.0,Y
1964-06-15 06:00:01,1964-06-16 06:00:00,1964-06-15,1.0,Y
1964-06-16 06:00:01,1964-06-17 06:00:00,1964-06-16,2.6,Y
1964-06-17 06:00:01,1964-06-18 06:00:00,1964-06-17,0.0,Y
1964-06-18 06:00:01,1964-06-19 06:00:00,1964-06-18,0.7,Y
1964-06-19 06:00:01,1964-06-20 06:00:00,1964-06-19,19.0,Y
1964-06-20 06:00:01,1964-06-21 06:00:00,1964-06-20,0.0,Y
1964-06-21 06:00:01,1964-06-22 06:00:00,1964-06-21,2.2,Y
1964-06-22 06:00:01,1964-06-23 06:00:00,1964-06-22,0.0,Y
1964-06-23 06:00:01,1964-06-24 06:00:00,1964-06-23,9.9,Y
1964-06-24 06:00:01,1964-06-25 06:00:00,1964-06-24,0.0,Y
1964-06-25 06:00:01,1964-06-26 06:00:00,1964-06-25,0.0,Y
1964-06-26 06:00:01,1964-06-27 06:00:00,1964-06-26,0.0,Y
1964-06-27 06:00:01,1964-06-28 06:00:00,1964-06-27,0.7,Y
1964-06-28 06:00:01,1964-06-29 06:00:00,1964-06-28,0.0,Y
1964-06-29 06:00:01,1964-06-30 06:00:00,1964-06-29,0.0,Y
1964-06-30 06:00:01,1964-07-01 06:00:00,1964-06-30,0.0,Y
1964-07-01 06:00:01,1964-07-02 06:00:00,1964-07-01,0.6,Y
1964-07-02 06:00:01,1964-07-03 06:00:00,1964-07-02,1.8,Y
1964-07-03 06:00:01,1964-07-04 06:00:00,1964-07-03,0.0,Y
1964-07-04 06:00:01,1964-07-05 06:00:00,1964-07-04,0.0,Y
1964-07-05 06:00:01,1964-07-06 06:00:00,1964-07-05,2.4,Y
1964-07-06 06:00:01,1964-07-07 06:00:00,1964-07-06,5.0,Y
1964-07-07 06:00:01,1964-07-08 06:00:00,1964-07-07,11.6,Y
1964-07-08 06:00:01,1964-07-09 06:00:00,1964-07-08,13.2,Y
1964-07-09 06:00:01,1964-07-10 06:00:00,1964-07-09,3.0,Y
1964-07-10 06:00:01,1964-07-11 06:00:00,1964-07-10,5.5,Y
1964-07-11 06:00:01,1964-07-12 06:00:00,1964-07-11,12.2,Y
1964-07-12 06:00:01,1964-07-13 06:00:00,1964-07-12,24.9,Y
1964-07-13 06:00:01,1964-07-14 06:00:00,1964-07-13,0.0,Y
1964-07-14 06:00:01,1964-07-15 06:00:00,1964-07-14,0.0,Y
1964-07-15 06:00:01,1964-07-16 06:00:00,1964-07-15,2.0,Y
1964-07-16 06:00:01,1964-07-17 06:00:00,1964-07-16,0.0,Y
1964-07-17 06:00:01,1964-07-18 06:00:00,1964-07-17,0.0,Y
1964-07-18 06:00:01,1964-07-19 06:00:00,1964-07-18,0.0,Y
1964-07-19 06:00:01,1964-07-20 06:00:00,1964-07-19,0.5,Y
1964-07-20 06:00:01,1964-07-21 06:00:00,1964-07-20,1.8,Y
1964-07-21 06:00:01,1964-07-22 06:00:00,1964-07-21,0.2,Y
1964-07-22 06:00:01,1964-07-23 06:00:00,1964-07-22,5.8,Y
1964-07-23 06:00:01,1964-07-24 06:00:00,1964-07-23,9.6,Y
1964-07-24 06:00:01,1964-07-25 06:00:00,1964-07-24,2.0,Y
1964-07-25 06:00:01,1964-07-26 06:00:00,1964-07-25,3.0,Y
1964-07-26 06:00:01,1964-07-27 06:00:00,1964-07-26,0.0,Y
1964-07-27 06:00:01,1964-07-28 06:00:00,1964-07-27,0.0,Y
1964-07-28 06:00:01,1964-07-29 06:00:00,1964-07-28,0.0,Y
1964-07-29 06:00:01,1964-07-30 06:00:00,1964-07-29,0.0,Y
1964-07-30 06:00:01,1964-07-31 06:00:00,1964-07-30,0.8,Y
1964-07-31 06:00:01,1964-08-01 06:00:00,1964-07-31,6.5,Y
1964-08-01 06:00:01,1964-08-02 06:00:00,1964-08-01,0.0,Y
1964-08-02 06:00:01,1964-08-03 06:00:00,1964-08-02,0.0,Y
1964-08-03 06:00:01,1964-08-04 06:00:00,1964-08-03,1.0,Y
1964-08-04 06:00:01,1964-08-05 06:00:00,1964-08-04,0.0,Y
1964-08-05 06:00:01,1964-08-06 06:00:00,1964-08-05,0.0,Y
1964-08-06 06:00:01,1964-08-07 06:00:00,1964-08-06,0.0,Y
1964-08-07 06:00:01,1964-08-08 06:00:00,1964-08-07,0.0,Y
1964-08-08 06:00:01,1964-08-09 06:00:00,1964-08-08,0.0,Y
1964-08-09 06:00:01,1964-08-10 06:00:00,1964-08-09,0.2,Y
1964-08-10 06:00:01,1964-08-11 06:00:00,1964-08-10,1.7,Y
1964-08-11 06:00:01,1964-08-12 06:00:00,1964-08-11,0.0,Y
1964-08-12 06:00:01,1964-08-13 06:00:00,1964-08-12,0.0,Y
1964-08-13 06:00:01,1964-08-14 06:00:00,1964-08-13,0.0,Y
1964-08-14 06:00:01,1964-08-15 06:00:00,1964-08-14,0.0,Y
1964-08-15 06:00:01,1964-08-16 06:00:00,1964-08-15,0.0,Y
1964-08-16 06:00:01,1964-08-17 06:00:00,1964-08-16,0.0,Y
1964-08-17 06:00:01,1964-08-18 06:00:00,1964-08-17,0.0,Y
1964-08-18 06:00:01,1964-08-19 06:00:00,1964-08-18,0.7,Y
1964-08-19 06:00:01,1964-08-20 06:00:00,1964-08-19,0.0,Y
1964-08-20 06:00:01,1964-08-21 06:00:00,1964-08-20,0.0,Y
1964-08-21 06:00:01,1964-08-22 06:00:00,1964-08-21,0.0,Y
1964-08-22 06:00:01,1964-08-23 06:00:00,1964-08-22,0.0,Y
1964-08-23 06:00:01,1964-08-24 06:00:00,1964-08-23,8.7,Y
1964-08-24 06:00:01,1964-08-25 06:00:00,1964-08-24,9.1,Y
1964-08-25 06:00:01,1964-08-26 06:00:00,1964-08-25,0.0,Y
1964-08-26 06:00:01,1964-08-27 06:00:00,1964-08-26,0.0,Y
