Datum,Lufttemperatur,Kvalitet,Snittemperatur,Year
1970-06-14,20.2,G,17.33,1970
1970-06-15,19.8,G,18.07,1970
1970-06-16,21.9,G,18.77,1970
1970-06-17,22.8,G,19.6,1970
1970-06-18,27.2,G,23.53,1970
1970-06-19,26.2,G,23.2,1970
1970-06-20,25.0,G,22.53,1970
1970-06-21,22.4,G,21.2,1970
1970-06-22,22.4,G,20.4,1970
1970-06-23,23.6,G,20.47,1970
1970-06-24,19.0,G,17.13,1970
1970-06-25,17.0,G,15.4,1970
1970-06-26,17.2,G,16.13,1970
1970-06-27,19.0,G,17.0,1970
1970-06-28,24.2,G,20.2,1970
1970-06-29,15.6,G,14.27,1970
1970-06-30,16.2,G,15.07,1970
1970-07-01,14.8,G,13.13,1970
1970-07-02,16.2,G,14.87,1970
1970-07-03,16.6,G,14.47,1970
1970-07-04,16.3,G,15.17,1970
1970-07-05,16.4,G,15.6,1970
1970-07-06,17.8,G,14.67,1970
1970-07-07,16.6,G,16.07,1970
1970-07-08,25.4,G,20.4,1970
1970-07-09,28.2,G,23.13,1970
1970-07-10,17.4,G,16.33,1970
1970-07-11,15.6,G,14.6,1970
1970-07-12,16.2,G,14.67,1970
1970-07-13,16.6,G,14.93,1970
1970-07-14,14.8,G,13.87,1970
1970-07-15,16.0,G,14.63,1970
1970-07-16,15.8,G,14.4,1970
1970-07-17,18.2,G,15.87,1970
1970-07-18,14.6,G,14.13,1970
1970-07-19,17.8,G,16.47,1970
1970-07-20,15.6,G,14.47,1970
1970-07-21,15.8,G,14.6,1970
1970-07-22,15.0,G,14.0,1970
1970-07-23,16.4,G,15.13,1970
1970-07-24,17.0,G,15.27,1970
1970-07-25,18.6,G,16.33,1970
1970-07-26,18.8,G,15.47,1970
1970-07-27,17.0,G,15.27,1970
1970-07-28,16.6,G,14.07,1970
1970-07-29,16.6,G,15.67,1970
1970-07-30,17.0,G,15.8,1970
1970-07-31,20.8,G,18.4,1970
1970-08-01,21.2,G,19.33,1970
1970-08-02,24.6,G,20.93,1970
1970-08-03,23.2,G,20.8,1970
1970-08-04,21.0,G,18.27,1970
1970-08-05,17.2,G,16.07,1970
1970-08-06,21.6,G,19.07,1970
1970-08-07,20.8,G,19.47,1970
1970-08-08,20.2,G,16.6,1970
1970-08-09,17.4,G,16.47,1970
1970-08-10,16.4,G,15.67,1970
1970-08-11,17.0,G,15.6,1970
1970-08-12,17.2,G,15.0,1970
1970-08-13,18.4,G,14.93,1970
1970-08-14,20.1,G,16.13,1970
1970-08-15,17.2,G,15.4,1970
1970-08-16,19.4,G,15.67,1970
1970-08-17,14.4,G,13.07,1970
1970-08-18,15.2,G,13.73,1970
1970-08-19,18.0,G,15.47,1970
1970-08-20,21.4,G,18.6,1970
1970-08-21,20.0,G,17.87,1970
1970-08-22,22.2,G,18.8,1970
1970-08-23,22.2,G,18.13,1970
1970-08-24,21.8,G,17.47,1970
1970-08-25,19.4,G,15.8,1970
1970-08-26,17.2,G,15.87,1970
1970-08-27,16.0,G,14.13,1970
1970-08-28,17.5,G,15.97,1970
1970-08-29,17.2,G,15.87,1970
1970-08-30,17.0,G,16.0,1970
1970-08-31,18.8,G,17.13,1970
1970-09-01,16.6,G,16.07,1970
1970-09-02,17.0,G,15.13,1970
1970-09-03,14.8,G,13.0,1970
1970-09-04,14.8,G,13.0,1970
1970-09-05,13.8,G,13.13,1970
1970-09-06,15.8,G,13.2,1970
1970-09-07,13.4,G,9.53,1970
1970-09-08,16.6,G,13.87,1970
1970-09-09,15.4,G,14.67,1970
1970-09-10,16.8,G,15.27,1970
1970-09-11,15.2,G,14.47,1970
1970-09-12,15.0,G,13.8,1970
1970-09-13,13.0,G,12.4,1970
1970-09-14,11.8,G,11.27,1970
1970-09-15,12.4,G,10.67,1970
1970-09-16,15.5,G,13.97,1970
1970-09-17,15.2,G,13.8,1970
1970-09-18,15.6,G,14.87,1970
1970-09-19,14.4,G,13.87,1970
1970-09-20,14.4,G,11.4,1970
1970-09-21,14.2,G,11.87,1970
1970-09-22,12.0,G,8.2,1970
1970-09-23,11.5,G,7.7,1970
1970-09-24,12.4,G,7.3,1970
1970-09-25,10.0,G,5.8,1970
1970-09-26,10.5,G,5.5,1970
1970-09-27,12.0,G,6.53,1970
1970-09-28,12.2,G,9.6,1970
1970-09-29,13.8,G,11.47,1970
1970-09-30,10.0,G,9.93,1970
1970-10-01,11.6,G,10.47,1970
1970-10-02,8.6,G,8.07,1970
1970-10-03,11.4,G,10.0,1970
1970-10-04,8.8,G,8.37,1970
1970-10-05,13.0,G,10.13,1970
1970-10-06,13.6,G,13.07,1970
1970-10-07,12.8,G,12.27,1970
1970-10-08,13.8,G,12.07,1970
1970-10-09,12.2,G,10.13,1970
1970-10-10,12.2,G,11.27,1970
1970-10-11,12.4,G,10.33,1970
1970-10-12,14.0,G,8.07,1970
1970-10-13,12.5,G,9.9,1970
1970-10-14,12.6,G,9.87,1970
1970-10-15,10.8,G,10.47,1970
1970-10-16,11.0,G,10.2,1970
1970-10-17,11.6,G,10.73,1970
1970-10-18,11.2,G,10.53,1970
1970-10-19,9.8,G,9.6,1970
1970-10-20,10.4,G,9.2,1970
1970-10-21,10.6,G,6.53,1970
1970-10-22,7.6,G,5.0,1970
1970-10-23,5.0,G,0.9,1970
1970-10-24,10.2,G,9.0,1970
1970-10-25,12.2,G,10.27,1970
1970-10-26,10.0,G,7.93,1970
1970-10-27,6.4,G,3.13,1970
1970-10-28,6.2,G,3.2,1970
1970-10-29,4.8,G,3.53,1970
1970-10-30,10.2,G,9.27,1970
1970-10-31,3.8,G,3.2,1970
1970-11-01,10.0,G,5.93,1970
1970-11-02,2.2,G,0.6,1970
1970-11-03,1.4,G,0.93,1970
1970-11-04,5.8,G,3.27,1970
1970-11-05,2.6,G,1.4,1970
1970-11-06,-1.4,G,-3.47,1970
1970-11-07,5.4,G,-0.73,1970
1970-11-08,4.4,G,0.8,1970
1970-11-09,7.2,G,5.4,1970
1970-11-10,-5.0,G,-5.6,1970
1970-11-11,1.0,G,-2.2,1970
1970-11-12,5.6,G,3.67,1970
1970-11-13,5.2,G,4.6,1970
1970-11-14,6.0,G,5.27,1970
1970-11-15,4.6,G,3.7,1970
1970-11-16,3.8,G,3.6,1970
1970-11-17,5.0,G,3.27,1970
1970-11-18,4.2,G,3.13,1970
1970-11-19,9.0,G,8.0,1970
1970-11-20,7.8,G,7.0,1970
1970-11-21,5.4,G,4.67,1970
1970-11-22,5.8,G,5.27,1970
1970-11-23,5.6,G,4.53,1970
1970-11-24,7.0,G,5.8,1970
1970-11-25,7.2,G,6.2,1970
1970-11-26,5.0,G,4.87,1970
1970-11-27,6.8,G,5.67,1970
1970-11-28,7.0,G,4.53,1970
1970-11-29,5.6,G,2.27,1970
1970-11-30,-0.6,G,-0.73,1970
1970-12-01,1.6,G,0.93,1970
1970-12-02,5.8,G,5.0,1970
1970-12-03,3.6,G,1.33,1970
1970-12-04,1.4,G,-1.0,1970
1970-12-05,6.2,G,4.8,1970
1970-12-06,6.2,G,6.2,1970
1970-12-07,5.0,G,4.0,1970
1970-12-08,7.0,G,5.67,1970
1970-12-09,7.0,G,5.2,1970
1970-12-10,4.4,G,2.93,1970
1970-12-11,6.2,G,5.93,1970
1970-12-12,5.2,G,4.93,1970
1970-12-13,5.4,G,4.93,1970
1970-12-14,4.6,G,3.0,1970
1970-12-15,1.0,G,-1.73,1970
1970-12-16,5.6,G,5.13,1970
1970-12-17,6.0,G,5.07,1970
1970-12-18,6.4,G,5.0,1970
1970-12-19,6.2,G,5.27,1970
1970-12-20,6.6,G,5.73,1970
1970-12-21,2.6,G,0.93,1970
1970-12-22,-1.0,G,-2.27,1970
1970-12-23,-1.6,G,-3.93,1970
1970-12-24,-3.2,G,-4.73,1970
1970-12-25,-5.8,G,-7.27,1970
1970-12-26,-6.4,G,-7.87,1970
1970-12-27,-4.6,G,-5.4,1970
1970-12-28,-1.8,G,-3.13,1970
1970-12-29,-1.6,G,-2.13,1970
1970-12-30,-6.2,G,-7.0,1970
1970-12-31,-8.6,G,-9.73,1970
1971-01-01,-10.2,G,-13.27,1971
1971-01-02,-3.2,G,-7.67,1971
1971-01-03,-3.0,G,-3.27,1971
1971-01-04,1.0,G,-0.4,1971
1971-01-05,1.8,G,-2.73,1971
1971-01-06,-6.0,G,-9.87,1971
1971-01-07,0.6,G,-1.33,1971
1971-01-08,4.6,G,4.33,1971
1971-01-09,3.8,G,3.0,1971
1971-01-10,4.4,G,3.67,1971
1971-01-11,5.0,G,2.93,1971
1971-01-12,4.2,G,2.0,1971
1971-01-13,2.6,G,-0.73,1971
1971-01-14,1.2,G,0.07,1971
1971-01-15,1.2,G,-0.07,1971
1971-01-16,3.8,G,3.07,1971
1971-01-17,1.8,G,-0.07,1971
1971-01-18,2.0,G,1.67,1971
1971-01-19,1.8,G,1.13,1971
1971-01-20,3.8,G,2.93,1971
1971-01-21,2.2,G,2.13,1971
1971-01-22,2.0,G,1.27,1971
1971-01-23,1.8,G,1.6,1971
1971-01-24,5.4,G,4.13,1971
1971-01-25,5.2,G,4.93,1971
1971-01-26,4.2,G,3.93,1971
1971-01-27,3.6,G,3.27,1971
1971-01-28,1.4,G,0.27,1971
1971-01-29,-3.8,G,-4.13,1971
1971-01-30,-2.4,G,-4.27,1971
1971-01-31,2.2,G,0.93,1971
1971-02-01,-3.0,G,-3.8,1971
1971-02-02,0.8,G,-3.53,1971
1971-02-03,4.2,G,2.73,1971
1971-02-04,5.6,G,3.8,1971
1971-02-05,5.4,G,2.2,1971
1971-02-06,5.5,G,1.57,1971
1971-02-07,2.6,G,1.6,1971
1971-02-08,5.4,G,4.2,1971
1971-02-09,4.0,G,1.6,1971
1971-02-10,3.6,G,2.8,1971
1971-02-11,4.1,G,3.3,1971
1971-02-12,3.8,G,3.3,1971
1971-02-13,5.6,G,4.6,1971
1971-02-14,3.4,G,2.67,1971
1971-02-15,3.2,G,2.6,1971
1971-02-16,4.8,G,3.67,1971
1971-02-17,2.6,G,2.13,1971
1971-02-18,2.0,G,1.43,1971
1971-02-19,2.0,G,1.6,1971
1971-02-20,2.2,G,1.87,1971
1971-02-21,2.2,G,1.67,1971
1971-02-22,2.8,G,2.5,1971
1971-02-23,2.6,G,0.87,1971
1971-02-24,6.8,G,4.47,1971
1971-02-25,2.2,G,-2.27,1971
1971-02-26,-7.0,G,-7.53,1971
1971-02-27,-5.2,G,-6.67,1971
1971-02-28,-5.2,G,-6.47,1971
1971-03-01,-5.8,G,-7.47,1971
1971-03-02,-3.2,G,-4.67,1971
1971-03-03,-6.8,G,-8.53,1971
1971-03-04,-8.6,G,-10.33,1971
1971-03-05,-7.0,G,-8.8,1971
1971-03-06,-1.8,G,-4.8,1971
1971-03-07,1.8,G,0.53,1971
1971-03-08,4.3,G,2.17,1971
1971-03-09,4.8,G,2.2,1971
1971-03-10,0.2,G,-3.73,1971
1971-03-11,-2.2,G,-3.07,1971
1971-03-12,1.8,G,-2.47,1971
1971-03-13,4.7,G,2.9,1971
1971-03-14,2.6,G,1.13,1971
1971-03-15,4.4,G,2.67,1971
1971-03-16,2.0,G,2.0,1971
1971-03-17,3.8,G,2.47,1971
1971-03-18,3.6,G,2.6,1971
1971-03-19,5.2,G,4.33,1971
1971-03-20,5.4,G,4.4,1971
1971-03-21,3.2,G,2.4,1971
1971-03-22,2.8,G,1.8,1971
1971-03-23,1.0,G,-0.87,1971
1971-03-24,2.4,G,1.0,1971
1971-03-25,4.8,G,4.73,1971
1971-03-26,6.2,G,4.07,1971
1971-03-27,3.0,G,1.47,1971
1971-03-28,4.4,G,2.13,1971
1971-03-29,4.8,G,2.47,1971
1971-03-30,6.0,G,2.6,1971
1971-03-31,6.6,G,3.2,1971
1971-04-01,8.2,G,5.93,1971
1971-04-02,8.6,G,6.2,1971
1971-04-03,11.8,G,8.27,1971
1971-04-04,3.6,G,2.73,1971
1971-04-05,4.6,G,2.87,1971
1971-04-06,2.8,G,2.07,1971
1971-04-07,5.6,G,4.33,1971
1971-04-08,6.2,G,5.53,1971
1971-04-09,6.8,G,5.47,1971
1971-04-10,6.0,G,4.87,1971
1971-04-11,8.2,G,5.13,1971
1971-04-12,12.8,G,8.2,1971
1971-04-13,8.0,G,6.27,1971
1971-04-14,9.0,G,6.27,1971
1971-04-15,5.4,G,4.6,1971
1971-04-16,6.0,G,5.07,1971
1971-04-17,6.6,G,5.6,1971
1971-04-18,6.8,G,5.6,1971
1971-04-19,9.6,G,8.07,1971
1971-04-20,10.4,G,8.27,1971
1971-04-21,10.4,G,8.13,1971
1971-04-22,12.2,G,8.47,1971
1971-04-23,13.1,G,9.5,1971
1971-04-24,7.0,G,4.57,1971
1971-04-25,4.1,G,1.83,1971
1971-04-26,3.6,G,1.27,1971
1971-04-27,5.0,G,2.3,1971
1971-04-28,6.0,G,4.2,1971
1971-04-29,4.0,G,2.93,1971
1971-04-30,7.8,G,4.87,1971
1971-05-01,8.8,G,6.8,1971
1971-05-02,10.0,G,8.13,1971
1971-05-03,7.4,G,6.73,1971
1971-05-04,13.8,G,10.07,1971
1971-05-05,11.0,G,9.53,1971
1971-05-06,14.0,G,10.4,1971
1971-05-07,15.3,G,12.3,1971
1971-05-08,19.8,G,14.33,1971
1971-05-09,19.8,G,16.2,1971
1971-05-10,16.2,G,14.6,1971
1971-05-11,15.4,G,13.33,1971
1971-05-12,17.4,G,14.47,1971
1971-05-13,19.0,G,16.0,1971
1971-05-14,18.2,G,15.33,1971
1971-05-15,19.0,G,14.93,1971
1971-05-16,15.0,G,13.47,1971
1971-05-17,21.8,G,17.0,1971
1971-05-18,16.0,G,14.67,1971
1971-05-19,13.4,G,12.0,1971
1971-05-20,12.9,G,11.83,1971
1971-05-21,14.0,G,12.6,1971
1971-05-22,13.6,G,11.27,1971
1971-05-23,14.6,G,11.73,1971
1971-05-24,12.6,G,9.13,1971
1971-05-25,10.0,G,7.27,1971
1971-05-26,9.0,G,6.73,1971
1971-05-27,11.0,G,10.53,1971
1971-05-28,22.6,G,18.0,1971
1971-05-29,25.8,G,19.6,1971
1971-05-30,15.6,G,13.6,1971
1971-05-31,25.0,G,20.07,1971
1971-06-01,24.8,G,21.93,1971
1971-06-02,25.2,G,21.07,1971
1971-06-03,23.0,G,19.93,1971
1971-06-04,22.8,G,20.2,1971
1971-06-05,22.0,G,18.67,1971
1971-06-06,20.2,G,17.47,1971
1971-06-07,20.4,G,17.47,1971
1971-06-08,14.2,G,12.47,1971
1971-06-09,15.0,G,11.83,1971
1971-06-10,17.0,G,14.23,1971
1971-06-11,18.6,G,15.47,1971
1971-06-12,17.6,G,14.6,1971
1971-06-13,19.2,G,15.87,1971
1971-06-14,14.0,G,12.53,1971
1971-06-15,13.4,G,12.6,1971
1971-06-16,12.4,G,11.5,1971
1971-06-17,13.8,G,12.0,1971
1971-06-18,12.2,G,11.27,1971
1971-06-19,13.4,G,12.47,1971
1971-06-20,15.6,G,14.0,1971
1971-06-21,18.4,G,14.93,1971
1971-06-22,11.2,G,10.67,1971
1971-06-23,17.0,G,14.27,1971
1971-06-24,13.0,G,12.4,1971
1971-06-25,15.8,G,14.13,1971
1971-06-26,18.2,G,17.27,1971
1971-06-27,20.5,G,17.1,1971
1971-06-28,14.8,G,13.0,1971
1971-06-29,15.4,G,14.2,1971
1971-06-30,19.8,G,17.07,1971
1971-07-01,22.8,G,19.07,1971
1971-07-02,25.0,G,21.2,1971
1971-07-03,25.8,G,23.13,1971
1971-07-04,26.8,G,24.07,1971
1971-07-05,23.6,G,22.07,1971
1971-07-06,20.8,G,19.27,1971
1971-07-07,23.0,G,20.33,1971
1971-07-08,25.4,G,22.4,1971
1971-07-09,25.0,G,21.67,1971
1971-07-10,21.2,G,19.73,1971
1971-07-11,18.2,G,17.4,1971
1971-07-12,18.2,G,17.1,1971
1971-07-13,16.8,G,15.2,1971
1971-07-14,15.2,G,13.87,1971
1971-07-15,15.6,G,14.33,1971
1971-07-16,13.2,G,12.8,1971
1971-07-17,15.4,G,14.0,1971
1971-07-18,16.2,G,14.73,1971
1971-07-19,15.4,G,14.67,1971
1971-07-20,16.2,G,14.67,1971
1971-07-21,16.2,G,14.87,1971
1971-07-22,15.0,G,14.07,1971
1971-07-23,17.6,G,15.73,1971
1971-07-24,20.8,G,17.53,1971
1971-07-25,21.0,G,18.93,1971
1971-07-26,19.2,G,17.87,1971
1971-07-27,18.8,G,17.53,1971
1971-07-28,21.0,G,18.47,1971
1971-07-29,27.2,G,22.73,1971
1971-07-30,21.5,G,19.37,1971
1971-07-31,20.0,G,18.33,1971
1971-08-01,20.5,G,18.6,1971
1971-08-02,21.4,G,18.47,1971
1971-08-03,21.2,G,19.73,1971
1971-08-04,19.6,G,18.2,1971
1971-08-05,21.4,G,19.8,1971
1971-08-06,22.0,G,19.53,1971
1971-08-07,18.6,G,16.4,1971
1971-08-08,19.0,G,17.4,1971
1971-08-09,16.5,G,15.4,1971
1971-08-10,16.4,G,15.67,1971
1971-08-11,14.6,G,12.87,1971
1971-08-12,17.8,G,15.8,1971
1971-08-13,16.6,G,15.27,1971
1971-08-14,18.0,G,16.53,1971
1971-08-15,17.8,G,16.53,1971
1971-08-16,17.2,G,16.07,1971
1971-08-17,16.6,G,15.2,1971
1971-08-18,16.6,G,15.47,1971
1971-08-19,20.8,G,17.47,1971
1971-08-20,24.5,G,19.5,1971
1971-08-21,25.4,G,21.8,1971
1971-08-22,21.5,G,18.07,1971
1971-08-23,18.5,G,15.97,1971
1971-08-24,18.6,G,14.93,1971
1971-08-25,19.4,G,15.53,1971
1971-08-26,21.2,G,16.53,1971
1971-08-27,19.8,G,15.53,1971
1971-08-28,16.2,G,15.13,1971
1971-08-29,15.8,G,14.57,1971
1971-08-30,16.9,G,14.9,1971
1971-08-31,16.0,G,14.87,1971
1971-09-01,15.4,G,14.77,1971
1971-09-02,16.4,G,15.13,1971
1971-09-03,16.0,G,14.8,1971
1971-09-04,13.0,G,12.6,1971
1971-09-05,14.2,G,12.67,1971
1971-09-06,16.0,G,11.27,1971
1971-09-07,18.0,G,13.1,1971
1971-09-08,20.2,G,15.47,1971
1971-09-09,15.6,G,13.07,1971
1971-09-10,16.2,G,13.87,1971
1971-09-11,15.8,G,13.2,1971
1971-09-12,15.0,G,10.53,1971
1971-09-13,12.4,G,8.27,1971
1971-09-14,11.1,G,7.9,1971
1971-09-15,12.8,G,7.67,1971
1971-09-16,14.6,G,8.6,1971
1971-09-17,11.6,G,10.87,1971
1971-09-18,14.2,G,13.6,1971
1971-09-19,14.2,G,12.2,1971
1971-09-20,13.8,G,13.13,1971
1971-09-21,15.2,G,13.8,1971
1971-09-22,15.2,G,14.13,1971
1971-09-23,16.2,G,13.33,1971
1971-09-24,12.2,G,12.07,1971
1971-09-25,13.0,G,12.2,1971
1971-09-26,11.2,G,10.07,1971
1971-09-27,11.2,G,9.73,1971
1971-09-28,12.6,G,10.13,1971
1971-09-29,14.0,G,10.73,1971
1971-09-30,14.4,G,13.13,1971
1971-10-01,14.6,G,13.33,1971
1971-10-02,15.0,G,14.07,1971
1971-10-03,13.8,G,13.33,1971
1971-10-04,10.2,G,8.0,1971
1971-10-05,9.8,G,4.93,1971
1971-10-06,12.8,G,11.7,1971
1971-10-07,14.2,G,13.23,1971
1971-10-08,13.2,G,11.6,1971
1971-10-09,12.0,G,11.33,1971
1971-10-10,14.0,G,12.67,1971
1971-10-11,14.6,G,13.7,1971
1971-10-12,12.8,G,12.07,1971
1971-10-13,8.0,G,5.27,1971
1971-10-14,6.6,G,2.73,1971
1971-10-15,7.8,G,1.93,1971
1971-10-16,7.6,G,6.27,1971
1971-10-17,6.6,G,6.4,1971
1971-10-18,11.0,G,9.73,1971
1971-10-19,11.4,G,10.67,1971
1971-10-20,11.2,G,10.6,1971
1971-10-21,11.8,G,10.53,1971
1971-10-22,13.6,G,12.4,1971
1971-10-23,8.6,G,6.73,1971
1971-10-24,12.8,G,11.73,1971
1971-10-25,11.0,G,8.67,1971
1971-10-26,9.6,G,4.87,1971
1971-10-27,10.0,G,5.07,1971
1971-10-28,9.2,G,7.2,1971
1971-10-29,9.6,G,8.33,1971
1971-10-30,8.0,G,6.73,1971
1971-10-31,10.4,G,8.47,1971
1971-11-01,12.0,G,9.93,1971
1971-11-02,12.0,G,11.4,1971
1971-11-03,10.8,G,10.07,1971
1971-11-04,11.2,G,10.33,1971
1971-11-05,6.6,G,5.33,1971
1971-11-06,9.2,G,8.33,1971
1971-11-07,3.0,G,1.4,1971
1971-11-08,8.0,G,7.2,1971
1971-11-09,1.4,G,0.37,1971
1971-11-10,2.2,G,-1.47,1971
1971-11-11,9.0,G,7.43,1971
1971-11-12,5.2,G,1.2,1971
1971-11-13,5.0,G,3.6,1971
1971-11-14,6.0,G,3.67,1971
1971-11-15,9.8,G,9.2,1971
1971-11-16,8.4,G,6.93,1971
1971-11-17,5.2,G,2.73,1971
1971-11-18,-1.0,G,-1.93,1971
1971-11-19,-3.2,G,-5.67,1971
1971-11-20,-1.5,G,-5.17,1971
1971-11-21,2.8,G,1.8,1971
1971-11-22,0.2,G,-0.93,1971
1971-11-23,0.2,G,-0.07,1971
1971-11-24,-3.0,G,-4.53,1971
1971-11-25,8.0,G,4.73,1971
1971-11-26,6.8,G,2.73,1971
1971-11-27,7.0,G,6.93,1971
1971-11-28,6.8,G,5.93,1971
1971-11-29,3.6,G,3.57,1971
1971-11-30,4.0,G,3.67,1971
1971-12-01,0.4,G,-0.1,1971
1971-12-02,2.0,G,1.67,1971
1971-12-03,-1.0,G,-1.07,1971
1971-12-04,7.8,G,6.53,1971
1971-12-05,9.0,G,8.6,1971
1971-12-06,6.2,G,4.13,1971
1971-12-07,7.8,G,7.07,1971
1971-12-08,1.6,G,-0.07,1971
1971-12-09,6.4,G,2.13,1971
1971-12-10,7.0,G,4.6,1971
1971-12-11,6.2,G,5.67,1971
1971-12-12,2.6,G,0.0,1971
1971-12-13,6.6,G,3.27,1971
1971-12-14,6.6,G,6.13,1971
1971-12-15,8.2,G,6.67,1971
1971-12-16,9.0,G,8.53,1971
1971-12-17,8.2,G,8.0,1971
1971-12-18,7.2,G,6.53,1971
1971-12-19,7.2,G,5.93,1971
1971-12-20,7.2,G,6.47,1971
1971-12-21,9.0,G,8.0,1971
1971-12-22,6.8,G,6.33,1971
1971-12-23,5.8,G,5.2,1971
1971-12-24,8.6,G,7.53,1971
1971-12-25,8.2,G,8.13,1971
1971-12-26,6.8,G,6.6,1971
1971-12-27,5.6,G,5.4,1971
1971-12-28,-1.4,G,-1.73,1971
1971-12-29,0.6,G,-0.33,1971
1971-12-30,-3.6,G,-4.33,1971
1971-12-31,-5.6,G,-6.53,1971
1972-01-01,-4.2,G,-6.2,1972
1972-01-02,-5.4,G,-6.8,1972
1972-01-03,-0.8,G,-1.47,1972
1972-01-04,-0.6,G,-0.87,1972
1972-01-05,1.6,G,1.33,1972
1972-01-06,-0.4,G,-0.87,1972
1972-01-07,-1.5,G,-1.57,1972
1972-01-08,-0.4,G,-1.07,1972
1972-01-09,-4.2,G,-4.6,1972
1972-01-10,-5.2,G,-5.87,1972
1972-01-11,-4.2,G,-6.13,1972
1972-01-12,0.0,G,-0.53,1972
1972-01-13,-1.8,G,-2.73,1972
1972-01-14,-4.8,G,-5.67,1972
1972-01-15,-2.2,G,-3.8,1972
1972-01-16,-5.4,G,-6.33,1972
1972-01-17,-5.2,G,-6.67,1972
1972-01-18,-6.2,G,-6.6,1972
1972-01-19,-1.5,G,-4.7,1972
1972-01-20,1.2,G,0.93,1972
1972-01-21,1.2,G,0.77,1972
1972-01-22,0.6,G,0.13,1972
1972-01-23,1.0,G,0.8,1972
1972-01-24,-1.4,G,-1.63,1972
1972-01-25,-1.4,G,-2.07,1972
1972-01-26,-1.4,G,-2.07,1972
1972-01-27,-1.8,G,-2.87,1972
1972-01-28,-5.2,G,-6.0,1972
1972-01-29,-7.2,G,-9.47,1972
1972-01-30,-5.4,G,-6.8,1972
1972-01-31,-4.8,G,-5.93,1972
1972-02-01,-1.6,G,-2.8,1972
1972-02-02,-3.4,G,-4.07,1972
1972-02-03,1.2,G,0.57,1972
1972-02-04,-1.2,G,-1.47,1972
1972-02-05,-0.6,G,-1.87,1972
1972-02-06,-0.8,G,-3.6,1972
1972-02-07,1.8,G,0.67,1972
1972-02-08,2.6,G,2.07,1972
1972-02-09,1.6,G,1.2,1972
1972-02-10,1.2,G,0.87,1972
1972-02-11,1.4,G,1.07,1972
1972-02-12,1.6,G,1.27,1972
1972-02-13,4.2,G,2.93,1972
1972-02-14,1.8,G,1.2,1972
1972-02-15,1.4,G,1.0,1972
1972-02-16,2.2,G,1.33,1972
1972-02-17,2.6,G,1.73,1972
1972-02-18,1.6,G,1.2,1972
1972-02-19,2.0,G,1.6,1972
1972-02-20,0.4,G,0.33,1972
1972-02-21,1.8,G,1.07,1972
1972-02-22,1.6,G,1.47,1972
1972-02-23,2.2,G,0.93,1972
1972-02-24,1.0,G,-1.4,1972
1972-02-25,1.6,G,0.8,1972
1972-02-26,1.0,G,0.6,1972
1972-02-27,2.0,G,0.47,1972
1972-02-28,2.0,G,-0.33,1972
1972-02-29,0.2,G,-0.33,1972
1972-03-01,1.0,G,0.6,1972
1972-03-02,0.6,G,-0.33,1972
1972-03-03,1.2,G,0.07,1972
1972-03-04,2.8,G,2.0,1972
1972-03-05,2.8,G,2.07,1972
1972-03-06,1.8,G,1.27,1972
1972-03-07,2.4,G,1.87,1972
1972-03-08,0.4,G,0.2,1972
1972-03-09,1.4,G,0.33,1972
1972-03-10,-1.8,G,-2.67,1972
1972-03-11,0.4,G,-3.53,1972
1972-03-12,0.6,G,-1.4,1972
1972-03-13,3.0,G,1.2,1972
1972-03-14,4.6,G,1.47,1972
1972-03-15,4.8,G,3.0,1972
1972-03-16,13.4,G,8.73,1972
1972-03-17,14.0,G,7.67,1972
1972-03-18,11.4,G,8.33,1972
1972-03-19,11.0,G,6.87,1972
1972-03-20,10.4,G,5.27,1972
1972-03-21,6.4,G,4.47,1972
1972-03-22,7.2,G,6.2,1972
1972-03-23,5.8,G,5.2,1972
1972-03-24,5.2,G,3.57,1972
1972-03-25,4.8,G,2.33,1972
1972-03-26,8.8,G,5.13,1972
1972-03-27,5.2,G,4.47,1972
1972-03-28,3.2,G,2.13,1972
1972-03-29,4.0,G,3.47,1972
1972-03-30,6.4,G,4.87,1972
1972-03-31,7.6,G,4.27,1972
1972-04-01,5.2,G,2.07,1972
1972-04-02,4.8,G,3.0,1972
1972-04-03,6.4,G,5.47,1972
1972-04-04,7.2,G,4.6,1972
1972-04-05,7.6,G,6.53,1972
1972-04-06,9.2,G,7.93,1972
1972-04-07,7.8,G,6.67,1972
1972-04-08,6.2,G,5.93,1972
1972-04-09,7.0,G,6.2,1972
1972-04-10,6.4,G,5.2,1972
1972-04-11,14.0,G,9.33,1972
1972-04-12,8.6,G,6.4,1972
1972-04-13,5.0,G,4.2,1972
1972-04-14,6.0,G,5.6,1972
1972-04-15,11.0,G,7.47,1972
1972-05-01,20.8,G,15.77,1972
1972-05-02,17.0,G,15.0,1972
1972-05-03,22.5,G,18.03,1972
1972-05-04,20.9,G,16.5,1972
1972-05-05,20.8,G,18.1,1972
1972-05-06,16.0,G,12.63,1972
1972-05-07,17.1,G,14.03,1972
1972-05-08,17.6,G,14.87,1972
1972-05-09,18.1,G,13.77,1972
1972-05-10,16.3,G,12.57,1972
1972-05-11,16.4,G,14.03,1972
1972-05-12,15.0,G,12.77,1972
1972-05-13,14.4,G,11.6,1972
1972-05-14,14.0,G,11.17,1972
1972-05-15,13.1,G,11.3,1972
1972-05-16,13.6,G,11.5,1972
1972-05-17,15.8,G,11.2,1972
1972-05-18,9.5,G,8.1,1972
