index,Datum,Kvalitet,Snittemperatur,Year,Month
6770,1962-07-15,Y,14.95,1962,7
6771,1962-07-16,Y,16.85,1962,7
6772,1962-07-17,Y,16.22,1962,7
6773,1962-07-18,Y,15.79,1962,7
6774,1962-07-19,Y,16.21,1962,7
6775,1962-07-20,Y,16.22,1962,7
6776,1962-07-21,Y,15.74,1962,7
6777,1962-07-22,Y,15.56,1962,7
6778,1962-07-23,Y,13.82,1962,7
6779,1962-07-24,Y,14.46,1962,7
6780,1962-07-25,Y,14.46,1962,7
6781,1962-07-26,Y,14.56,1962,7
6782,1962-07-27,Y,14.42,1962,7
6783,1962-07-28,Y,14.92,1962,7
6784,1962-07-29,Y,15.16,1962,7
6785,1962-07-30,Y,14.12,1962,7
6786,1962-07-31,Y,14.27,1962,7
6787,1962-08-01,Y,15.01,1962,8
6788,1962-08-02,Y,14.38,1962,8
6789,1962-08-03,Y,14.33,1962,8
6790,1962-08-04,Y,13.28,1962,8
6791,1962-08-05,Y,13.2,1962,8
6792,1962-08-06,Y,12.84,1962,8
6793,1962-08-07,Y,12.76,1962,8
6794,1962-08-08,Y,13.07,1962,8
6795,1962-08-09,Y,13.6,1962,8
6796,1962-08-10,Y,12.62,1962,8
6797,1962-08-11,Y,13.34,1962,8
6798,1962-08-12,Y,14.7,1962,8
6799,1962-08-13,Y,13.24,1962,8
6800,1962-08-14,Y,13.08,1962,8
6801,1962-08-15,Y,12.1,1962,8
6802,1962-08-16,Y,11.74,1962,8
6803,1962-08-17,Y,14.41,1962,8
6804,1962-08-18,Y,13.06,1962,8
6805,1962-08-19,Y,14.29,1962,8
6806,1962-08-20,Y,15.18,1962,8
6807,1962-08-21,Y,14.43,1962,8
6808,1962-08-22,Y,13.59,1962,8
6809,1962-08-23,Y,13.28,1962,8
6810,1962-08-24,Y,13.06,1962,8
6811,1962-08-25,Y,13.5,1962,8
6812,1962-08-26,Y,13.53,1962,8
6813,1962-08-27,Y,12.65,1962,8
6814,1962-08-28,Y,13.1,1962,8
6815,1962-08-29,Y,12.97,1962,8
6816,1962-08-30,Y,11.24,1962,8
6817,1962-08-31,Y,11.02,1962,8
6818,1962-09-01,Y,12.52,1962,9
6819,1962-09-02,Y,13.12,1962,9
6820,1962-09-03,Y,13.56,1962,9
6821,1962-09-04,Y,13.98,1962,9
6822,1962-09-05,Y,12.01,1962,9
6823,1962-09-06,Y,12.17,1962,9
6824,1962-09-07,Y,11.65,1962,9
6825,1962-09-08,Y,11.21,1962,9
6826,1962-09-09,Y,11.53,1962,9
6827,1962-09-10,Y,12.76,1962,9
6828,1962-09-11,Y,11.5,1962,9
6829,1962-09-12,Y,8.92,1962,9
6830,1962-09-13,Y,11.09,1962,9
6831,1962-09-14,Y,9.9,1962,9
6832,1962-09-15,Y,9.65,1962,9
6833,1962-09-16,Y,11.17,1962,9
6834,1962-09-17,Y,10.4,1962,9
6835,1962-09-18,Y,9.22,1962,9
6836,1962-09-19,Y,7.71,1962,9
6837,1962-09-20,Y,8.88,1962,9
6838,1962-09-21,Y,9.72,1962,9
6839,1962-09-22,Y,9.66,1962,9
6840,1962-09-23,Y,11.65,1962,9
6841,1962-09-24,Y,10.42,1962,9
6842,1962-09-25,Y,11.88,1962,9
6843,1962-09-26,Y,11.13,1962,9
6844,1962-09-27,Y,11.58,1962,9
6845,1962-09-28,Y,9.48,1962,9
6846,1962-09-29,Y,10.44,1962,9
6847,1962-09-30,Y,11.78,1962,9
6848,1962-10-01,Y,12.84,1962,10
6849,1962-10-02,Y,15.58,1962,10
6850,1962-10-03,Y,13.1,1962,10
6851,1962-10-04,Y,10.62,1962,10
6852,1962-10-05,Y,9.34,1962,10
6853,1962-10-06,Y,11.38,1962,10
6854,1962-10-07,Y,11.52,1962,10
6855,1962-10-08,Y,11.03,1962,10
6856,1962-10-09,Y,10.42,1962,10
6857,1962-10-10,Y,10.62,1962,10
6858,1962-10-11,Y,9.21,1962,10
6859,1962-10-12,Y,6.56,1962,10
6860,1962-10-13,Y,8.6,1962,10
6861,1962-10-14,Y,7.18,1962,10
6862,1962-10-15,Y,6.39,1962,10
6863,1962-10-16,Y,9.09,1962,10
6864,1962-10-17,Y,10.07,1962,10
6865,1962-10-18,Y,11.14,1962,10
6866,1962-10-19,Y,9.51,1962,10
6867,1962-10-20,Y,7.85,1962,10
6868,1962-10-21,Y,9.15,1962,10
6869,1962-10-22,Y,9.22,1962,10
6870,1962-10-23,Y,8.64,1962,10
6871,1962-10-24,Y,9.66,1962,10
6872,1962-10-25,Y,10.22,1962,10
6873,1962-10-26,Y,9.0,1962,10
6874,1962-10-27,Y,4.71,1962,10
6875,1962-10-28,Y,6.93,1962,10
6876,1962-10-29,Y,6.48,1962,10
6877,1962-10-30,Y,6.15,1962,10
6878,1962-10-31,Y,7.3,1962,10
6879,1962-11-01,Y,7.12,1962,11
6880,1962-11-02,Y,4.0,1962,11
6881,1962-11-03,Y,6.32,1962,11
6882,1962-11-04,Y,8.29,1962,11
6883,1962-11-05,Y,8.96,1962,11
6884,1962-11-06,Y,9.15,1962,11
6885,1962-11-07,Y,7.78,1962,11
6886,1962-11-08,Y,7.39,1962,11
6887,1962-11-09,Y,5.12,1962,11
6888,1962-11-10,Y,3.38,1962,11
6889,1962-11-11,Y,1.4,1962,11
6890,1962-11-12,Y,1.79,1962,11
6891,1962-11-13,Y,1.72,1962,11
6892,1962-11-14,Y,4.09,1962,11
6893,1962-11-15,Y,2.54,1962,11
6894,1962-11-16,Y,-0.7,1962,11
6895,1962-11-17,Y,-0.59,1962,11
6896,1962-11-18,Y,-0.28,1962,11
6897,1962-11-19,Y,0.32,1962,11
6898,1962-11-20,Y,0.1,1962,11
6899,1962-11-21,Y,-3.18,1962,11
6900,1962-11-22,Y,-1.93,1962,11
6901,1962-11-23,Y,-4.25,1962,11
6902,1962-11-24,Y,-1.56,1962,11
6903,1962-11-25,Y,2.18,1962,11
6904,1962-11-26,Y,5.58,1962,11
6905,1962-11-27,Y,4.23,1962,11
6906,1962-11-28,Y,2.65,1962,11
6907,1962-11-29,Y,0.09,1962,11
6908,1962-11-30,Y,-3.69,1962,11
6909,1962-12-01,Y,-4.0,1962,12
6910,1962-12-02,Y,3.48,1962,12
6911,1962-12-03,Y,4.37,1962,12
6912,1962-12-04,Y,4.49,1962,12
6913,1962-12-05,Y,2.52,1962,12
6914,1962-12-06,Y,3.86,1962,12
6915,1962-12-07,Y,4.43,1962,12
6916,1962-12-08,Y,3.73,1962,12
6917,1962-12-09,Y,4.51,1962,12
6918,1962-12-10,Y,2.49,1962,12
6919,1962-12-11,Y,1.06,1962,12
6920,1962-12-12,Y,3.53,1962,12
6921,1962-12-13,Y,-0.09,1962,12
6922,1962-12-14,Y,-3.9,1962,12
6923,1962-12-15,Y,-0.18,1962,12
6924,1962-12-16,Y,-0.94,1962,12
6925,1962-12-17,Y,-5.37,1962,12
6926,1962-12-18,Y,-5.58,1962,12
6927,1962-12-19,Y,-7.94,1962,12
6928,1962-12-20,Y,-7.01,1962,12
6929,1962-12-21,Y,-5.52,1962,12
6930,1962-12-22,Y,-9.22,1962,12
6931,1962-12-23,Y,-2.85,1962,12
6932,1962-12-24,Y,-1.61,1962,12
6933,1962-12-25,Y,0.43,1962,12
6934,1962-12-26,Y,-1.52,1962,12
6935,1962-12-27,Y,-4.61,1962,12
6936,1962-12-28,Y,-6.16,1962,12
6937,1962-12-29,Y,-7.42,1962,12
6938,1962-12-30,Y,-8.45,1962,12
6939,1962-12-31,Y,-13.07,1962,12
6940,1963-01-01,Y,-7.0,1963,1
6941,1963-01-02,Y,-5.76,1963,1
6942,1963-01-03,Y,-11.49,1963,1
6943,1963-01-04,Y,-4.7,1963,1
6944,1963-01-05,Y,-3.92,1963,1
6945,1963-01-06,Y,-10.93,1963,1
6946,1963-01-07,Y,-12.85,1963,1
6947,1963-01-08,Y,-8.3,1963,1
6948,1963-01-09,Y,-8.45,1963,1
6949,1963-01-10,Y,-12.64,1963,1
6950,1963-01-11,Y,-17.12,1963,1
6951,1963-01-12,Y,-13.48,1963,1
6952,1963-01-13,Y,-6.47,1963,1
6953,1963-01-14,Y,-11.79,1963,1
6954,1963-01-15,Y,-13.52,1963,1
6955,1963-01-16,Y,-11.2,1963,1
6956,1963-01-17,Y,-13.9,1963,1
6957,1963-01-18,Y,-10.79,1963,1
6958,1963-01-19,Y,-3.56,1963,1
6959,1963-01-20,Y,-6.99,1963,1
6960,1963-01-21,Y,-10.44,1963,1
6961,1963-01-22,Y,-7.11,1963,1
6962,1963-01-23,Y,-3.98,1963,1
6963,1963-01-24,Y,0.01,1963,1
6964,1963-01-25,Y,-1.65,1963,1
6965,1963-01-26,Y,-1.28,1963,1
6966,1963-01-27,Y,-4.19,1963,1
6967,1963-01-28,Y,-2.38,1963,1
6968,1963-01-29,Y,-2.57,1963,1
6969,1963-01-30,Y,-4.43,1963,1
6970,1963-01-31,Y,-5.98,1963,1
6971,1963-02-01,Y,-9.55,1963,2
6972,1963-02-02,Y,-7.87,1963,2
6973,1963-02-03,Y,-6.74,1963,2
6974,1963-02-04,Y,-6.75,1963,2
6975,1963-02-05,Y,-6.36,1963,2
6976,1963-02-06,Y,-4.2,1963,2
6977,1963-02-07,Y,-8.78,1963,2
6978,1963-02-08,Y,-8.64,1963,2
6979,1963-02-09,Y,-4.76,1963,2
6980,1963-02-10,Y,-3.88,1963,2
6981,1963-02-11,Y,-3.62,1963,2
6982,1963-02-12,Y,-4.57,1963,2
6983,1963-02-13,Y,-3.18,1963,2
6984,1963-02-14,Y,-4.03,1963,2
6985,1963-02-15,Y,-6.23,1963,2
6986,1963-02-16,Y,-9.67,1963,2
6987,1963-02-17,Y,-8.18,1963,2
6988,1963-02-18,Y,-14.16,1963,2
6989,1963-02-19,Y,-15.2,1963,2
6990,1963-02-20,Y,-15.5,1963,2
6991,1963-02-21,Y,-10.14,1963,2
6992,1963-02-22,Y,-4.45,1963,2
6993,1963-02-23,Y,-2.69,1963,2
6994,1963-02-24,Y,-0.05,1963,2
6995,1963-02-25,Y,0.33,1963,2
6996,1963-02-26,Y,-0.42,1963,2
6997,1963-02-27,Y,-0.95,1963,2
6998,1963-02-28,Y,-4.98,1963,2
6999,1963-03-01,Y,-3.71,1963,3
7000,1963-03-02,Y,-1.7,1963,3
7001,1963-03-03,Y,-3.56,1963,3
7002,1963-03-04,Y,-8.25,1963,3
7003,1963-03-05,Y,-2.32,1963,3
7004,1963-03-06,Y,1.34,1963,3
7005,1963-03-07,Y,1.32,1963,3
7006,1963-03-08,Y,0.84,1963,3
7007,1963-03-09,Y,-3.05,1963,3
7008,1963-03-10,Y,-1.81,1963,3
7009,1963-03-11,Y,0.43,1963,3
7010,1963-03-12,Y,0.91,1963,3
7011,1963-03-13,Y,-4.04,1963,3
7012,1963-03-14,Y,-7.23,1963,3
7013,1963-03-15,Y,-4.48,1963,3
7014,1963-03-16,Y,-1.6,1963,3
7015,1963-03-17,Y,-0.28,1963,3
7016,1963-03-18,Y,-1.55,1963,3
7017,1963-03-19,Y,-1.5,1963,3
7018,1963-03-20,Y,-2.99,1963,3
7019,1963-03-21,Y,-3.7,1963,3
7020,1963-03-22,Y,-4.63,1963,3
7021,1963-03-23,Y,-2.68,1963,3
7022,1963-03-24,Y,0.82,1963,3
7023,1963-03-25,Y,1.45,1963,3
7024,1963-03-26,Y,1.08,1963,3
7025,1963-03-27,Y,-0.09,1963,3
7026,1963-03-28,Y,0.55,1963,3
7027,1963-03-29,Y,1.06,1963,3
7028,1963-03-30,Y,-0.05,1963,3
7029,1963-03-31,Y,0.37,1963,3
7030,1963-04-01,Y,0.09,1963,4
7031,1963-04-02,Y,0.12,1963,4
7032,1963-04-03,Y,1.31,1963,4
7033,1963-04-04,Y,2.75,1963,4
7034,1963-04-05,Y,2.28,1963,4
7035,1963-04-06,Y,2.25,1963,4
7036,1963-04-07,Y,3.3,1963,4
7037,1963-04-08,Y,4.11,1963,4
7038,1963-04-09,Y,4.69,1963,4
7039,1963-04-10,Y,8.78,1963,4
7040,1963-04-11,Y,7.58,1963,4
7041,1963-04-12,Y,6.23,1963,4
7042,1963-04-13,Y,4.02,1963,4
7043,1963-04-14,Y,4.94,1963,4
7044,1963-04-15,Y,4.47,1963,4
7045,1963-04-16,Y,4.13,1963,4
7046,1963-04-17,Y,5.65,1963,4
7047,1963-04-18,Y,7.87,1963,4
7048,1963-04-19,Y,6.27,1963,4
7049,1963-04-20,Y,6.65,1963,4
7050,1963-04-21,Y,5.56,1963,4
7051,1963-04-22,Y,6.01,1963,4
7052,1963-04-23,Y,4.25,1963,4
7053,1963-04-24,Y,5.8,1963,4
7054,1963-04-25,Y,5.35,1963,4
7055,1963-04-26,Y,4.64,1963,4
7056,1963-04-27,Y,4.67,1963,4
7057,1963-04-28,Y,5.86,1963,4
7058,1963-04-29,Y,6.74,1963,4
7059,1963-04-30,Y,6.54,1963,4
7060,1963-05-01,Y,5.39,1963,5
7061,1963-05-02,Y,5.99,1963,5
7062,1963-05-03,Y,5.94,1963,5
7063,1963-05-04,Y,9.62,1963,5
7064,1963-05-05,Y,8.14,1963,5
7065,1963-05-06,Y,7.39,1963,5
7066,1963-05-07,Y,8.38,1963,5
7067,1963-05-08,Y,11.2,1963,5
7068,1963-05-09,Y,14.25,1963,5
7069,1963-05-10,Y,14.18,1963,5
7070,1963-05-11,Y,11.3,1963,5
7071,1963-05-12,Y,9.45,1963,5
7072,1963-05-13,Y,13.14,1963,5
7073,1963-05-14,Y,10.25,1963,5
7074,1963-05-15,Y,10.32,1963,5
7075,1963-05-16,Y,9.62,1963,5
7076,1963-05-17,Y,8.2,1963,5
7077,1963-05-18,Y,7.86,1963,5
7078,1963-05-19,Y,6.01,1963,5
7079,1963-05-20,Y,8.02,1963,5
7080,1963-05-21,Y,10.41,1963,5
7081,1963-05-22,Y,10.39,1963,5
7082,1963-05-23,Y,13.66,1963,5
7083,1963-05-24,Y,14.63,1963,5
7084,1963-05-25,Y,17.55,1963,5
7085,1963-05-26,Y,18.51,1963,5
7086,1963-05-27,Y,17.51,1963,5
7087,1963-05-28,Y,18.82,1963,5
7088,1963-05-29,Y,18.17,1963,5
7089,1963-05-30,Y,18.47,1963,5
7090,1963-05-31,Y,17.73,1963,5
7091,1963-06-01,Y,15.53,1963,6
7092,1963-06-02,Y,14.5,1963,6
7093,1963-06-03,Y,16.35,1963,6
7094,1963-06-04,Y,13.98,1963,6
7095,1963-06-05,Y,15.8,1963,6
7096,1963-06-06,Y,19.17,1963,6
7097,1963-06-07,Y,19.03,1963,6
7098,1963-06-08,Y,19.79,1963,6
7099,1963-06-09,Y,18.92,1963,6
7100,1963-06-10,Y,17.31,1963,6
7101,1963-06-11,Y,17.36,1963,6
7102,1963-06-12,Y,17.35,1963,6
7103,1963-06-13,Y,15.2,1963,6
7104,1963-06-14,Y,16.47,1963,6
7105,1963-06-15,Y,17.03,1963,6
7106,1963-06-16,Y,15.87,1963,6
7107,1963-06-17,Y,14.85,1963,6
7108,1963-06-18,Y,15.54,1963,6
7109,1963-06-19,Y,14.62,1963,6
7110,1963-06-20,Y,14.17,1963,6
7111,1963-06-21,Y,15.04,1963,6
7112,1963-06-22,Y,14.35,1963,6
7113,1963-06-23,Y,13.42,1963,6
7114,1963-06-24,Y,13.84,1963,6
7115,1963-06-25,Y,15.45,1963,6
7116,1963-06-26,Y,13.02,1963,6
7117,1963-06-27,Y,14.17,1963,6
7118,1963-06-28,Y,15.52,1963,6
7119,1963-06-29,Y,14.64,1963,6
7120,1963-06-30,Y,15.96,1963,6
7121,1963-07-01,Y,17.31,1963,7
7122,1963-07-02,Y,18.29,1963,7
7123,1963-07-03,Y,18.66,1963,7
7124,1963-07-04,Y,19.06,1963,7
7125,1963-07-05,Y,18.8,1963,7
7126,1963-07-06,Y,15.83,1963,7
7127,1963-07-07,Y,13.55,1963,7
7128,1963-07-08,Y,14.92,1963,7
7129,1963-07-09,Y,13.76,1963,7
7130,1963-07-10,Y,13.78,1963,7
7131,1963-07-11,Y,12.21,1963,7
7132,1963-07-12,Y,12.8,1963,7
7133,1963-07-13,Y,14.49,1963,7
7134,1963-07-14,Y,14.58,1963,7
7135,1963-07-15,Y,14.82,1963,7
7136,1963-07-16,Y,15.39,1963,7
7137,1963-07-17,Y,14.34,1963,7
7138,1963-07-18,Y,15.0,1963,7
7139,1963-07-19,Y,16.4,1963,7
7140,1963-07-20,Y,15.48,1963,7
7141,1963-07-21,Y,15.06,1963,7
7142,1963-07-22,Y,15.68,1963,7
7143,1963-07-23,Y,17.73,1963,7
7144,1963-07-24,Y,17.65,1963,7
7145,1963-07-25,Y,16.57,1963,7
7146,1963-07-26,Y,14.42,1963,7
7147,1963-07-27,Y,14.73,1963,7
7148,1963-07-28,Y,12.24,1963,7
7149,1963-07-29,Y,14.1,1963,7
7150,1963-07-30,Y,16.75,1963,7
7151,1963-07-31,Y,19.9,1963,7
7152,1963-08-01,Y,17.84,1963,8
7153,1963-08-02,Y,16.65,1963,8
7154,1963-08-03,Y,18.13,1963,8
7155,1963-08-04,Y,19.88,1963,8
7156,1963-08-05,Y,18.15,1963,8
7157,1963-08-06,Y,18.78,1963,8
7158,1963-08-07,Y,18.88,1963,8
7159,1963-08-08,Y,16.84,1963,8
7160,1963-08-09,Y,15.78,1963,8
7161,1963-08-10,Y,13.94,1963,8
7162,1963-08-11,Y,14.84,1963,8
7163,1963-08-12,Y,15.38,1963,8
7164,1963-08-13,Y,14.85,1963,8
7165,1963-08-14,Y,15.47,1963,8
7166,1963-08-15,Y,15.08,1963,8
7167,1963-08-16,Y,13.79,1963,8
7168,1963-08-17,Y,15.48,1963,8
7169,1963-08-18,Y,15.64,1963,8
7170,1963-08-19,Y,15.12,1963,8
7171,1963-08-20,Y,13.45,1963,8
7172,1963-08-21,Y,14.09,1963,8
7173,1963-08-22,Y,13.94,1963,8
7174,1963-08-23,Y,13.79,1963,8
7175,1963-08-24,Y,13.56,1963,8
7176,1963-08-25,Y,14.35,1963,8
7177,1963-08-26,Y,14.51,1963,8
7178,1963-08-27,Y,14.7,1963,8
7179,1963-08-28,Y,14.35,1963,8
7180,1963-08-29,Y,12.95,1963,8
7181,1963-08-30,Y,13.62,1963,8
7182,1963-08-31,Y,14.08,1963,8
7183,1963-09-01,Y,13.43,1963,9
7184,1963-09-02,Y,14.98,1963,9
7185,1963-09-03,Y,15.5,1963,9
7186,1963-09-04,Y,13.38,1963,9
7187,1963-09-05,Y,12.39,1963,9
7188,1963-09-06,Y,13.49,1963,9
7189,1963-09-07,Y,13.03,1963,9
7190,1963-09-08,Y,13.7,1963,9
7191,1963-09-09,Y,13.52,1963,9
7192,1963-09-10,Y,12.62,1963,9
7193,1963-09-11,Y,12.55,1963,9
7194,1963-09-12,Y,12.84,1963,9
7195,1963-09-13,Y,12.66,1963,9
7196,1963-09-14,Y,13.59,1963,9
7197,1963-09-15,Y,13.94,1963,9
7198,1963-09-16,Y,14.85,1963,9
7199,1963-09-17,Y,14.56,1963,9
7200,1963-09-18,Y,13.54,1963,9
7201,1963-09-19,Y,10.03,1963,9
7202,1963-09-20,Y,10.62,1963,9
7203,1963-09-21,Y,12.27,1963,9
7204,1963-09-22,Y,12.33,1963,9
7205,1963-09-23,Y,13.11,1963,9
7206,1963-09-24,Y,14.88,1963,9
7207,1963-09-25,Y,13.95,1963,9
7208,1963-09-26,Y,10.76,1963,9
7209,1963-09-27,Y,10.53,1963,9
7210,1963-09-28,Y,11.09,1963,9
7211,1963-09-29,Y,9.99,1963,9
7212,1963-09-30,Y,8.65,1963,9
7213,1963-10-01,Y,9.86,1963,10
7214,1963-10-02,Y,9.37,1963,10
7215,1963-10-03,Y,8.78,1963,10
7216,1963-10-04,Y,9.36,1963,10
7217,1963-10-05,Y,8.34,1963,10
7218,1963-10-06,Y,7.23,1963,10
7219,1963-10-07,Y,5.46,1963,10
7220,1963-10-08,Y,9.04,1963,10
7221,1963-10-09,Y,10.78,1963,10
7222,1963-10-10,Y,10.26,1963,10
7223,1963-10-11,Y,10.66,1963,10
7224,1963-10-12,Y,10.85,1963,10
7225,1963-10-13,Y,9.99,1963,10
7226,1963-10-14,Y,6.31,1963,10
7227,1963-10-15,Y,5.86,1963,10
7228,1963-10-16,Y,9.19,1963,10
7229,1963-10-17,Y,9.38,1963,10
7230,1963-10-18,Y,9.74,1963,10
7231,1963-10-19,Y,10.86,1963,10
7232,1963-10-20,Y,9.95,1963,10
7233,1963-10-21,Y,11.32,1963,10
7234,1963-10-22,Y,11.0,1963,10
7235,1963-10-23,Y,7.59,1963,10
7236,1963-10-24,Y,9.83,1963,10
7237,1963-10-25,Y,9.66,1963,10
7238,1963-10-26,Y,9.01,1963,10
7239,1963-10-27,Y,9.05,1963,10
7240,1963-10-28,Y,8.61,1963,10
7241,1963-10-29,Y,7.43,1963,10
7242,1963-10-30,Y,3.4,1963,10
7243,1963-10-31,Y,6.15,1963,10
7244,1963-11-01,Y,6.38,1963,11
7245,1963-11-02,Y,7.75,1963,11
7246,1963-11-03,Y,6.95,1963,11
7247,1963-11-04,Y,5.48,1963,11
7248,1963-11-05,Y,6.65,1963,11
7249,1963-11-06,Y,7.37,1963,11
7250,1963-11-07,Y,7.53,1963,11
7251,1963-11-08,Y,8.58,1963,11
7252,1963-11-09,Y,8.06,1963,11
7253,1963-11-10,Y,3.87,1963,11
7254,1963-11-11,Y,3.24,1963,11
7255,1963-11-12,Y,7.7,1963,11
7256,1963-11-13,Y,7.59,1963,11
7257,1963-11-14,Y,6.26,1963,11
7258,1963-11-15,Y,5.83,1963,11
7259,1963-11-16,Y,3.8,1963,11
7260,1963-11-17,Y,3.04,1963,11
7261,1963-11-18,Y,6.0,1963,11
7262,1963-11-19,Y,5.58,1963,11
7263,1963-11-20,Y,1.28,1963,11
7264,1963-11-21,Y,4.2,1963,11
7265,1963-11-22,Y,3.12,1963,11
7266,1963-11-23,Y,1.38,1963,11
7267,1963-11-24,Y,-0.5,1963,11
7268,1963-11-25,Y,3.32,1963,11
7269,1963-11-26,Y,5.41,1963,11
7270,1963-11-27,Y,3.97,1963,11
7271,1963-11-28,Y,4.65,1963,11
7272,1963-11-29,Y,5.5,1963,11
7273,1963-11-30,Y,4.2,1963,11
7274,1963-12-01,Y,2.24,1963,12
7275,1963-12-02,Y,2.14,1963,12
7276,1963-12-03,Y,0.95,1963,12
7277,1963-12-04,Y,-0.12,1963,12
7278,1963-12-05,Y,-2.09,1963,12
7279,1963-12-06,Y,-0.05,1963,12
7280,1963-12-07,Y,-1.43,1963,12
7281,1963-12-08,Y,-0.93,1963,12
7282,1963-12-09,Y,-0.05,1963,12
7283,1963-12-10,Y,-0.59,1963,12
7284,1963-12-11,Y,-0.66,1963,12
7285,1963-12-12,Y,-2.66,1963,12
7286,1963-12-13,Y,-6.3,1963,12
7287,1963-12-14,Y,-2.72,1963,12
7288,1963-12-15,Y,-3.79,1963,12
7289,1963-12-16,Y,-1.41,1963,12
7290,1963-12-17,Y,-7.17,1963,12
7291,1963-12-18,Y,-1.97,1963,12
7292,1963-12-19,Y,-8.55,1963,12
7293,1963-12-20,Y,-9.49,1963,12
7294,1963-12-21,Y,-15.59,1963,12
7295,1963-12-22,Y,-7.07,1963,12
7296,1963-12-23,Y,-0.12,1963,12
7297,1963-12-24,Y,-0.24,1963,12
7298,1963-12-25,Y,-3.7,1963,12
7299,1963-12-26,Y,2.15,1963,12
7300,1963-12-27,Y,3.69,1963,12
7301,1963-12-28,Y,3.9,1963,12
7302,1963-12-29,Y,2.51,1963,12
7303,1963-12-30,Y,4.13,1963,12
7304,1963-12-31,Y,4.88,1963,12
7305,1964-01-01,Y,2.65,1964,1
7306,1964-01-02,Y,-0.3,1964,1
7307,1964-01-03,Y,2.11,1964,1
7308,1964-01-04,Y,1.94,1964,1
7309,1964-01-05,Y,2.67,1964,1
7310,1964-01-06,Y,1.1,1964,1
7311,1964-01-07,Y,0.06,1964,1
7312,1964-01-08,Y,-2.04,1964,1
7313,1964-01-09,Y,-2.41,1964,1
7314,1964-01-10,Y,-1.45,1964,1
7315,1964-01-11,Y,-0.51,1964,1
7316,1964-01-12,Y,-2.18,1964,1
7317,1964-01-13,Y,-2.12,1964,1
7318,1964-01-14,Y,-4.2,1964,1
7319,1964-01-15,Y,-4.11,1964,1
7320,1964-01-16,Y,-2.0,1964,1
7321,1964-01-17,Y,-1.98,1964,1
7322,1964-01-18,Y,-1.82,1964,1
7323,1964-01-19,Y,0.65,1964,1
7324,1964-01-20,Y,1.33,1964,1
7325,1964-01-21,Y,3.83,1964,1
7326,1964-01-22,Y,2.94,1964,1
7327,1964-01-23,Y,1.92,1964,1
7328,1964-01-24,Y,2.56,1964,1
7329,1964-01-25,Y,1.96,1964,1
7330,1964-01-26,Y,0.5,1964,1
7331,1964-01-27,Y,-3.5,1964,1
7332,1964-01-28,Y,-1.01,1964,1
7333,1964-01-29,Y,1.51,1964,1
7334,1964-01-30,Y,3.25,1964,1
7335,1964-01-31,Y,3.12,1964,1
7336,1964-02-01,Y,3.27,1964,2
7337,1964-02-02,Y,1.72,1964,2
7338,1964-02-03,Y,3.44,1964,2
7339,1964-02-04,Y,2.34,1964,2
7340,1964-02-05,Y,-1.3,1964,2
7341,1964-02-06,Y,-3.04,1964,2
7342,1964-02-07,Y,1.32,1964,2
7343,1964-02-08,Y,3.72,1964,2
7344,1964-02-09,Y,2.32,1964,2
7345,1964-02-10,Y,2.26,1964,2
7346,1964-02-11,Y,-1.09,1964,2
7347,1964-02-12,Y,-6.62,1964,2
7348,1964-02-13,Y,-4.85,1964,2
7349,1964-02-14,Y,-2.53,1964,2
7350,1964-02-15,Y,-2.48,1964,2
7351,1964-02-16,Y,-6.68,1964,2
7352,1964-02-17,Y,-7.34,1964,2
7353,1964-02-18,Y,-10.55,1964,2
7354,1964-02-19,Y,-8.24,1964,2
7355,1964-02-20,Y,-5.17,1964,2
7356,1964-02-21,Y,-1.5,1964,2
7357,1964-02-22,Y,-1.98,1964,2
7358,1964-02-23,Y,-3.3,1964,2
7359,1964-02-24,Y,-2.9,1964,2
7360,1964-02-25,Y,0.93,1964,2
7361,1964-02-26,Y,1.43,1964,2
7362,1964-02-27,Y,1.69,1964,2
7363,1964-02-28,Y,0.65,1964,2
7364,1964-02-29,Y,1.12,1964,2
7365,1964-03-01,Y,-0.56,1964,3
7366,1964-03-02,Y,-0.12,1964,3
7367,1964-03-03,Y,-0.29,1964,3
7368,1964-03-04,Y,-0.75,1964,3
7369,1964-03-05,Y,-1.48,1964,3
7370,1964-03-06,Y,-2.44,1964,3
7371,1964-03-07,Y,-1.95,1964,3
7372,1964-03-08,Y,-0.08,1964,3
7373,1964-03-09,Y,0.02,1964,3
7374,1964-03-10,Y,-0.1,1964,3
7375,1964-03-11,Y,2.24,1964,3
7376,1964-03-12,Y,2.22,1964,3
7377,1964-03-13,Y,-0.33,1964,3
7378,1964-03-14,Y,-2.93,1964,3
7379,1964-03-15,Y,-2.74,1964,3
7380,1964-03-16,Y,-2.12,1964,3
7381,1964-03-17,Y,-1.57,1964,3
7382,1964-03-18,Y,-2.94,1964,3
7383,1964-03-19,Y,-2.79,1964,3
7384,1964-03-20,Y,-2.54,1964,3
7385,1964-03-21,Y,0.21,1964,3
7386,1964-03-22,Y,0.91,1964,3
7387,1964-03-23,Y,1.13,1964,3
7388,1964-03-24,Y,-0.38,1964,3
7389,1964-03-25,Y,2.29,1964,3
7390,1964-03-26,Y,2.35,1964,3
7391,1964-03-27,Y,1.64,1964,3
7392,1964-03-28,Y,1.66,1964,3
7393,1964-03-29,Y,1.65,1964,3
7394,1964-03-30,Y,2.92,1964,3
7395,1964-03-31,Y,1.18,1964,3
7396,1964-04-01,Y,1.77,1964,4
